编号,标题,接收信箱,询问日期,回复日期,询问内容,回复内容,情感值
5488,关于深圳奖励产假增加的一些问题,深圳市卫生和计划生育委员会,2016.12.06,2016.12.08,"您好，我想咨询一下，奖励产假的80天是必须安排员工休的还是企业自愿安排的，那80天的工资怎么发放的，有没有标准要求呢？
		","根据最新《广东省人口与计划生育条例》规定，符合法律、法规规定生育子女的夫妻，女方享受八十日的奖励假，男方享受十五日的陪产假。符合现《深圳经济特区人口计划生育条例》晚育条件生育的，还有15日晚育假。在规定假期内照发工资，不影响福利待遇和全勤评奖。
		
		",0.004720243409218394
25470,关于流动人口婚育证明过期补办的问题，急急！,深圳市卫生和计划生育委员会,2013.09.04,2013.09.06,"市卫人委的领导，您们好！我近期入围公租房申请人名单，需要在9.9日前办理计划生育证明。由于我妻子（外省户籍）的流动人口婚育证明以过期，居委会要求回老家补办后，才能开计划生育证明，但是时间紧迫，的确无法补办，恳求领导能否批准允许办理临时的流动人口婚育证明？
		","你好！你咨询的问题我委工作人员已答复予你。谢谢你的来信，祝你身体健康，生活愉快！
",0.004843055699165655
25473,关于流动人口婚育证明过期补办的问题，急急！,深圳市卫生和计划生育委员会,2013.09.04,2013.09.06,"市卫人委的领导，您们好！我近期入围公租房申请人名单，需要在9.9日前办理计划生育证明。由于我妻子（外省户籍）的流动人口婚育证明以过期，居委会要求回老家补办后，才能开计划生育证明，但是时间紧迫，的确无法补办，恳求领导能否批准允许办理临时的流动人口婚育证明？
		","你好！你咨询的问题我委工作人员已答复予你。谢谢你的来信，祝你身体健康，生活愉快！
",0.004843055699165655
20106,执业医师变更流程,深圳市卫生和计划生育委员会,2015.05.25,2015.05.26,"请问我已经把老家的执业医师变更需要盖的章子都办好了，因为之前我这边接收单位叫沙湾人民医院，现在更名为龙岗区第七人民医院，因此我把变更表上就把沙湾人民医院用括号标注了，在外面写了龙岗区第七人民医院，可以吗？
		","?你好，执业变更按你所显示的信息为龙岗区卫生计生局主管办理，故你可直接向龙岗区卫生计生局申请变更及政策解释，若还有疑问可致电政府热线12345，谢谢你的来信，祝你身体健康。
",0.0050698700021936105
2767,关于独生子女父母奖励申请,深圳市卫生和计划生育委员会,2017.03.07,2017.03.09,"我的“独生子女父母奖励申请”3月1号已受理。受理号为3019810020075435181170301f004。请问通过了吗？
		","您好，请打开网址：http://jljxt.szhfpc.gov.cn:8897/common_login.html，根据短信提示的用户名和密码登录系统，便可查看奖励金申请的情况。
		
		",0.005229311059711028
25529,关于积分调干需上环的问题,深圳市卫生和计划生育委员会,2013.08.14,2013.08.21,"我是深户，我老公现在要办理积分调干入户（已婚已育一孩），需提供深圳市计划生育证明，所有资料已齐全，但街道办须另外提供上环证，我已经每4个月到居委会主动进行查环查孕检查（有计划生育服务证，且都有检查盖章），还必须要去上环吗？
		","? 您好！来信收悉，现答复如下：女方为49周岁以下的已婚人员,提供近3个月内本市计划生育技术服务机构或现居住地（未居住深圳）县级以上医院出具的查环查孕证明。谢谢您的来信，祝您生活愉快！
",0.005458630209791093
25322,计划生育证明,深圳市卫生和计划生育委员会,2013.10.08,2013.10.17,"您好： 请问男方是深圳户口，女方是广东镇户口，超生，女方有罚款单，小孩跟女方户口，在深圳开计划生育证明可以吗？谢谢。
		","你好！你咨询的问题我委工作人员已电话与你沟通、解释，如仍有疑问，可致电12345咨询。谢谢你的来信，祝你身体健康，生活愉快！
",0.005711608836708071
9578,关于深圳经济特区增加30天产假,深圳市卫生和计划生育委员会,2016.07.19,2016.07.19,"都给搞糊涂了，之前2月份的时候你们征求过一次意见，一直等到现在我都要休假了还没看到文件情况，现在看到怎么又开始征求意见了，截止到8月15日，这已经是二次征求意见了怎么？不是征求过了吗？
		","你好，我委工作人员已于7月19日电话联系并作出回复，感谢你的来信，祝生活愉快！
		
		",0.006221036864564211
7599,关于广东省延长产妇奖励假,深圳市卫生和计划生育委员会,2016.09.29,2016.10.08,"据了解《广东省人口与计划生育条例（修正案）》将合法生育的奖励假期由30天延长到80天，请问深圳市正在休产假的产妇是否适用 能否申请延长假期
		","2016年1月1日后生育的，计生方面的假期为符合法律、法规规定生育子女的夫妻，符合法律、法规规定生育子女的夫妻，女方享受八十日的奖励假，男方享受十五日的陪产假。符合现《深圳经济特区人口计划生育条例》晚育条件生育的，还有15日晚育假。2016年9月29日后依法生育，以及在此前依法生育且法定生育假期尚未休完的，均可按新条例规定享受80日的奖励假。
		
		",0.006574158067870983
7531,最新深圳产假天数是178天吗？,深圳市卫生和计划生育委员会,2016.10.08,2016.10.09,"您好，我想咨询下深圳产假是否按最新通过并公布的广东省产假条例生育奖励增加至80天？剖腹产的另加30天？盼回复，目前正休假。
		","2016年1月1日后生育的，计生方面的假期为符合法律、法规规定生育子女的夫妻，符合法律、法规规定生育子女的夫妻，女方享受八十日的奖励假，男方享受十五日的陪产假。符合现《深圳经济特区人口计划生育条例》晚育条件生育的，还有15日晚育假。2016年9月29日后依法生育，以及在此前依法生育且法定生育假期尚未休完的，均可按新条例规定享受80日的奖励假。难产的可再增加30日产假，生育多胞胎的每多生育一个子女增加15日产假。在规定假期内照发工资，不影响福利待遇和全勤评奖。假期从开始之日算起至结束之日，包括周末及法定节假日。若不执行可向劳动部门提出或直接向法院提出申诉维权。
",0.006954481286394976
9545,执业地点变更,深圳市卫生和计划生育委员会,2016.07.10,2016.07.21,"您好！我的执业地点需要从龙岗区变更至龙华新区，请问办理流程是怎样的？是先到龙岗区卫计局变更然后再到龙华卫计局办理，还是直接去市民中心市卫计委办理？谢谢！
		","你好，先从原核发执业证书发证机关变更出，再到拟执业的机构发证机关管辖卫生行政部门办理变更。感谢你的来信，祝生活愉快！
		
		",0.00799345191408829
19827,非深户办理计划生育证明有了准生证后是否还需要审批表,深圳市卫生和计划生育委员会,2015.06.08,2015.06.09,"我老公是独生子，已经在老家办理了二胎准生证，现在在社区做了初审，社区工作人员说在计生办复审的时候还需要提供二胎准生证审批表，我在网上查了这个审批表的在2013年的时候就取消了，是否是这样呢？谢谢回答。
		","你好，除迁（入）户需要二胎准生证审批表复印件加盖公章外，请它证明均不用该表，谢谢你的来信。
		
		",0.008101107008035902
21504,寻找正规精神病医院,深圳市卫生和计划生育委员会,2015.02.23,2015.02.26,"您好；请你们帮我一个忙，我妈得了精神病药物正在治疗当中，我想找个正规精神病医院为我妈彻底的治疗，可是我不知道哪家是正规医院，求求你们帮帮忙，谢谢了
		","你好，我市市属精神病医院为深圳市康宁医院，谢谢你的来信。
		
		",0.008592705344783624
23844,本人名下户籍多了个小孩,深圳市卫生和计划生育委员会,2014.08.16,2014.08.18,"近日管辖居委会打电话被告知多了个小孩，但本人名下并尚未生育。不知道问题怎么解决问题。
		","你好，你所咨询的问题我委工作人员已致电答复，请你按照先去户籍街道计生科查询情况，若仍有问题继去你所在辖区的区卫生计生局申诉要求予以更改，谢谢你的来信，祝你身体健康！
",0.00947958278155936
23263,如何补办护士资格证,深圳市卫生和计划生育委员会,2014.10.17,2014.10.23,"您好，我护士资格证遗失，是江西卫生局发的，可我注册在深圳，注册后发的是执业证，我有，那我应如何补办资格证呢，深圳可以补办吗？ 谢谢您。
		","你好，你反映的问题可致电深圳市护理协会（0755-22314002）谢谢你的来信。
",0.010781762710638243
2251,深圳市计划生育证明材料,深圳市卫生和计划生育委员会,2017.03.20,2017.03.20,"积分入户男配偶非深户，育一子（不随迁）需提供深圳市计划生育证明请问办理计划生育证明所需材料
		","办理积分入户计划生育证明需要什么资料？答：1、结婚证；离异或有离婚史的，提供离婚证、离婚协议书或者人民法院生效的判决书、调解书；丧偶的，提供死亡证明或户口注销证明；　2、全家户口本；3、女方为49周岁以下的已婚人员，女方为49周岁以下的已婚人员，提供近3个月本市计生技术服务机构出具的查环查孕证明；4、符合政策再生育的，提供再生育证明（准生证），并根据不同情况提供以下材料：（1）第一胎子女为病残儿的，提供病残儿鉴定表（可提供复印件，由原审批部门加盖公章）；（2）原农业人口生育二胎的，提供农转非户口底册复印件（派出所加盖公章）；（3）子女为收养的，提供收养证；办理收养子女随迁的，还应提供《收养子女计划生育证明》；（4）其他情况再生育的，提供生育时女方户籍地省计划生育法规及相关材料。　符合政策再生育但未取得再生育证明的，除提供上述材料外，还应提供户籍地村（居）委、乡镇（街道）和县（区）人口计生部门出具的婚姻生育情况及符合政策生育证明。　5、子女为双胞胎或多胞胎的，提供孩子与父母不同时期的合影照片。6、政策外生育的，提供按男女双方户籍地社会抚养费征收标准征收完毕五年以上的社会抚养费征收票据等相关材料。
		
		",0.011083507967600381
22922,夫妻双方非深户可以在深圳办理计划生育服务证吗？,深圳市卫生和计划生育委员会,2014.11.22,2014.11.25,"夫妻双方非深户且夫妻双方户口不在同一个省份，是否可以直接在深圳办理二胎的计划生育服务证？如果深圳不能办理，那么在我们户籍所在地办理好的，拿来深圳审核，没有缴纳社会抚养费是否不能在深圳公办学校就读？谢谢！
		","你好，你们是不可以在深圳办理二胎的计划生育服务证的，要回女方户籍地办理，至于能否上公立学校需问教育部门，另违反计划生育政策是需要缴纳完社会抚养费的。
		
		",0.011438438094756198
19672,医院是否要对医院上报的事情进行询问调查,深圳市卫生和计划生育委员会,2015.06.12,2015.06.15,"本人从怀孕一直在一家医院做各种检查，在39周例行检查的时候胎死宫内，本人一整天都在医院，听说医院已经上报给卫生局，难道卫生局都不对当事人询问调查的吗？
		","你好，你反映的问题，不存在医疗过程向卫生行政部门上报的情况，按照《广东省医疗纠纷预防及处理办法》若你认为此次手术为医疗事故可与医院共同委托第三方有鉴定资质的鉴定所鉴定明确责任，然后进行协商，若协商不成可通过司法途径进行维权，谢谢你的来信。
",0.01162753532913774
25134,独生子女生二胎咨询,深圳市卫生和计划生育委员会,2013.11.18,2013.11.25,"在独生子女生二胎时要提供本人的独生子女证明，本人（77年出生）的独生子女证是否还有效？若证件丢失，请问如果父母户口在内的，需要出具怎样的证明来证实我的独生子女身份？有没有格式和内容等方面的要求？
		","你好！你咨询的问题我委工作人员已电话答复你，如仍有疑问，可致电12345咨询。谢谢你的来信，祝你身体健康，生活愉快！
",0.012336780992374674
3102,再婚家庭二胎政策,深圳市卫生和计划生育委员会,2017.02.26,2017.03.03,"男方是再婚，已生育一子归男方抚养，男方再婚后与现妻初婚【双方均为深户】生育一子，请问还可以再申请生一个孩子吗？
		","什么情况可以再生育？A: 《广东省人口与计划生育条例》十九条规定，“有下列情形之一的，由夫妻双方共同申请，经乡镇人民政府、街道办事处或者县级以上直属农林场审批，可再生育:（一）已生育两个子女的夫妻，经地级以上市病残儿医学鉴定组织鉴定，其中一个或者两个子女均为残疾儿，不能成长为正常劳动力，且医学上认为可以再生育的，可再生育一胎子女；（二）再婚夫妻，再婚前一方未生育，另一方生育一个子女，再婚后生育一个子女的，可再生育一胎子女；（三）再婚夫妻，再婚前一方未生育，另一方生育两个或者以上子女的，可再生育一胎子女；（四）再婚夫妻，再婚前一方生育一个子女，另一方生育一个或者两个子女的，可再生育一胎子女；（五）再婚夫妻经批准再生育的子女，经地级以上市病残儿医学鉴定组织鉴定为残疾儿，不能成长为正常劳动力，且医学上认为可以再生育的，可再生育一胎子女；（六）因子女死亡无子女的，可再生育两个子女；（七）因子女死亡只有一个子女的，可再生育一胎子女。
		
		",0.012380729220408337
23103,申请公开政府信息,深圳市卫生和计划生育委员会,2014.11.07,2014.11.07,"怎么申请公开政府信息？去哪里申请？
		","你好，目前依申请政府信息常用的有两种方法，一种是来我委一楼信访室申请（带身份证），一种是在我委官方网站提交申请，谢谢你的来信。
		
		",0.012900985622084526
25603,计划生育证明,深圳市卫生和计划生育委员会,2013.07.29,2013.07.31,"办理计划生育证明必须要小孩的准生证吗？有户口本，有出生证明，有独生子女证，还需要准生证？准生证在老家上户口的时候上交了。我就纳闷了，到底是便民服务还是折腾人？有户口本，出生证，独生子女证了，还要准生证证明什么？
		","? 您好！ 来信收悉。办理《深圳市计划生育证明》所需材料：1、有关婚姻状况的证明。2、全家户口本。3、女方为广东省户籍的，提供广东省《计划生育服务证》；女方非广东省户籍的，提供《流动人口婚育证明》。特殊情况需提供特殊材料：符合政策再生育的，需提供再生育证明《准生证》。其他相关规定，请登陆深圳市卫生和人口计划生育委员会网站计生监督管理办事栏查阅。 谢谢您的来信，祝您生活愉快！
",0.013660216668963665
25138,单独家庭生二胎政策何时可以落地？,深圳市卫生和计划生育委员会,2013.11.16,2013.11.22,"您好！ 11月15日，中央已决定启动单独家庭生二胎，不知具体细则何时可以公布？深圳市预计什么时间可以出台有关政策呢？感谢您的辛勤劳动，谢谢！
		","你好！关于单独家庭生二胎政策问题，我委正等待省卫计委的通知。谢谢你的来信，祝你身体健康，家庭幸福！
",0.014111791519464956
3689,2016年1月1日之前出生的二胎社会抚养费,深圳市卫生和计划生育委员会,2017.02.17,2017.02.20,"我家小孩2012年2月份出生，属于二胎，已经在老家办理了户口，目前计划随迁至深圳，请问现在是否需要交纳社会抚养费.是否有相关处理文件？
		","对于“全面两孩”新政出台前违反生育规定生育子女的征收问题，国家卫生计生委要求按如下原则处理：已经处理的，维持原处理决定，尚未作出处理的，由当地依法处理。我市的生育政策、社会抚养费征收均执行广东省的相关规定，因此，对之前违反生育规定生育子
女的，待广东省部署相关处理方法后，我市将按照省的要求依法妥善处理。一旦部署，我委会尽快组织实施。届时，请到所在社区工作站、街道计生服务窗口查询办理。
",0.014446956890788343
8354,2016产假158天啥时候实施？,深圳市卫生和计划生育委员会,2016.09.09,2016.09.12,"公开征询不是8/15已经结束了吗？请问啥时候才能实施158天的产假？
		","你好，新的《深圳经济特区人口和计划生育条例》目前正在根据国家省的计生条例修订当中，目前尚未公布实施时间，出台后我委会尽快组织实施，请等待。感谢你的来信，祝生活愉快！
		
		",0.015374705974150027
25460,关于办理再生育一胎子女所需材料中的问题,深圳市卫生和计划生育委员会,2013.08.30,2013.09.09,"我夫妻二人都是独身子女，请问下，政策内二孩申请证明材料中需要父母双方的四级证明（单位，居委会，街道，区计生局），但是我父母单位早已倒闭，没有办法盖到单位证明，这个怎么处理？问了街道办的人，也不太清楚。谢谢。
		","你好！你咨询的问题我委工作人员已答复予你。谢谢你的来信，祝你生活愉快！
",0.017045901723181434
8264,婚假咨询,深圳市卫生和计划生育委员会,2016.09.14,2016.09.14,"请问在广东省新政已出、深圳市的政策还没最终落地的这段时间，婚假是怎么规定的？是按照省里的3天，还是原来还有晚婚假的13天？
		","你好，目前现行的《广东省人口与计划生育条例》、《深圳经济特区人口与计划生育条例》均无关于晚婚假的规定。婚假相关问题，建议你向市人力资源社会保障部门咨询。感谢你的来信，祝生活愉快！
		
		",0.017728993834335682
24449,2013年执业医师资格证发证时间,深圳市卫生和计划生育委员会,2014.05.12,2014.05.13,"要求答复2013年执业医师资格证发证时间及领证地址？
		","你好，你可致电0755-25162320（张老师）咨询执业医师考试相关事宜，谢谢你的来信。
",0.01897352284445253
17966,关于放射许可证年度校验,深圳市卫生和计划生育委员会,2015.08.20,2015.08.21,"请问2015年6月办好的放射许可证，2015年度需要校验吗？谢谢！
		","你可致电0755-82003272我委办证窗口咨询公共卫生类相关事宜，谢谢你的来信。
",0.02239725394219627
20252,产假天数,深圳市卫生和计划生育委员会,2015.05.16,2015.05.18,"非深户外来务工政策内怀孕一胎，除有国家法定产假98天，在深圳外资企业上班是否还有晚育产假30天，共108天呢？
		","你好，计生政策的假期为鼓励性质不具有强制性，具体的假期是按照劳动部门制定的《女职工劳动保护规定》予以实施，具体请向劳动部门咨询，谢谢你的来信。
",0.022466062759795236
5037,二胎是否享有15天晚育假,深圳市卫生和计划生育委员会,2016.12.19,2016.12.19,"你好！请问二胎是否享有15天晚育假？谢谢！
		","如何能休晚育假根据《广东省人口与计划生育条例》（2009版）规定，已婚妇女二十三周岁后怀孕生育第一个子女的为晚育，因此，已婚妇女二十三周岁后怀孕生育第一个子女的才可以休晚育假。《深圳经济特区人口计划生育条例》第三十五条规定：职工实行晚育并符合计划生育政策的，除按国家、广东省有关规定享受假期优待外，女方增加产假15天。故二孩是没有的，谢谢你的来信。
		
		",0.02345214987736599
4246,注册医生集团医疗机构执业许可证,深圳市卫生和计划生育委员会,2017.02.07,2017.02.07,"您好，我公司想在深圳注册医生集团医疗机构执业许可证，不知需要准备哪些材料及审批政策流程？盼回复！
		","使用“医生集团”字样进行主体资格登记需符合市场监管部门有关规定，具体由我市市场监管部门解释。企业进行商事主体资格登记无需卫生行政部门进行前置审批。进行商事主体资格登记后企业申请设立医疗机构执业登记，由卫生行政部门依法进行执业登记，企业在取得医疗机构执业许可证后方可执业和依法开展医疗活动。
		
		",0.024436001431220045
21545,罗湖区个人可以申请办中医诊所吗？,深圳市卫生和计划生育委员会,2015.02.15,2015.02.16,"尊敬的领导您好！请问执业中医师个人可以在罗湖区申办中医诊所吗？
		","你好，申办中医门诊只要符合规定是可以的（相关办理条件及流程请见我委官网）或直接向罗湖区卫生计生局咨询办理，谢谢你的来信。
		
		",0.026454021892972746
3970,计划生育服务证,深圳市卫生和计划生育委员会,2017.02.13,2017.02.14,"计划生育服务证，，，怎么办理，男方深圳户口，女方河源户口，需要什么材料，可以在男方户口所在地办理吗?是否在男方户口所在地的社区办理吗？
		","计划生育服务证办理需要什么材料？答：1、已婚的，提供结婚证；离异的，提供离婚证、离婚协议书或法院判决书、调解书；丧偶的，提供死亡证明或户口注销证明；　　2．全家户口本；　　3．近3个月本市计生技术服务机构出具的查环查孕证明，怀孕的可提供母婴保健手册；　　4．领证人免冠小一寸近照一张；　　5．有下列情形之一的，还应当按照下列规定提供相应材料：　　（1）政策内生育二胎及以上的，提供再生育证（准生证）和再生育审批表或其他合法再生育的证明材料；　　（2）政策外生育的，提供社会抚养费征收票据等相关证明；　 　（3）女方户籍在本市且男方户籍在深圳市外的，提供男方户籍所在地村（居）委和乡镇（街道）计生工作机构出具的婚姻生育情况证明；　　（4）男方户籍在本市且女方户籍在省外的，提供一年内经现居住地计生部门查验合格的《流动人口婚育证明》或女方户籍所在地村（居）委和乡镇（街道）计生工作机构出具的婚姻生育情况以及同意在男方户籍所在地办理服务证的证明。二、一方深户，一方省内市外的已婚育龄夫妻，所需材料：（一）有关婚姻状况的证明。已婚的，提供结婚证；离异的，提供离婚证、离婚协议书或法院判决书、调解书；丧偶的，提供死亡证明或户口注销证明；（二）夫妻双方身份证；（三）领证人免冠小一寸近照一张；（四）已怀孕的提供相关怀孕证明材料（含母子保健手册）；（五）委托他人代办的，需提供委托人身份证和委托书。
",0.0264628975673602
7613,深圳是否执行2016年9月29日表决通过实施的广东省产假178天？,深圳市卫生和计划生育委员会,2016.09.30,2016.10.08,"深圳是否执行2016年9月29日表决通过实施的广东省产假178天？产假尚未结束的能否适用新条例中的178天产假？另，我们单位说需要看到深圳卫计委的正式答复才会执行新规，请问贵委会通过正式形式发布通知吗？
		","2016年1月1日后生育的，计生方面的假期为符合法律、法规规定生育子女的夫妻，符合法律、法规规定生育子女的夫妻，女方享受八十日的奖励假，男方享受十五日的陪产假。符合现《深圳经济特区人口计划生育条例》晚育条件生育的，还有15日晚育假。2016年9月29日后依法生育，以及在此前依法生育且法定生育假期尚未休完的，均可按新条例规定享受80日的奖励假。难产的可再增加30日产假，生育多胞胎的每多生育一个子女增加15日产假。在规定假期内照发工资，不影响福利待遇和全勤评奖。假期从开始之日算起至结束之日，包括周末及法定节假日。若不执行可向劳动部门提出或直接向法院提出申诉维权。
",0.02670201505292491
23819,消字号申请,深圳市卫生和计划生育委员会,2014.08.19,2014.08.20,"你好，要申请卫生巾产品的消字号怎么申请？
		","你好，若要申请可到深圳市卫生监督局官网下载相关条文，亦可向你公司所在区卫生监督所咨询办理，谢谢你的来信。
		
		",0.030889144196295293
5430,深圳一胎产假到底多少天,深圳市卫生和计划生育委员会,2016.12.09,2016.12.09,"请问现在深圳的一胎产假到底是按多少天计算，之前公布的条例是否已经算废止了
		","根据《广东省人口与计划生育条例》（修正案）规定，符合法律、法规规定生育子女的夫妻，女方享受八十日的奖励假，男方享受十五日的陪产假。深圳市遵照执行广东省相关政策，无需行政机关另行发文。符合现《深圳经济特区人口计划生育条例》晚育条件生育的，还有15日晚育假。2016年9月29日后依法生育，以及在此前依法生育且法定生育假期尚未休完的，均可按新条例规定享受80日的奖励假。2016年9月29日前依法生育且法定生育假期已经休完的，不适用新条例。在规定假期内照发工资，不影响福利待遇和全勤评奖。假期包括周末及法定节假日。若不执行可向劳动部门提出仲裁或直接向法院提出申诉维权。
		
		",0.03098047181912844
17934,执业医师变更执业地点,深圳市卫生和计划生育委员会,2015.08.22,2015.08.25,"尊敬的领导，执业医师变更执业地点需要什么材料？我在深圳注册的，现在要签到温州来！
		","你好，你可致电0755-82107282我委办证窗口咨询执业医师变更相关事宜，谢谢你的来信。
",0.03518453237075525
9614,深圳市计划生育证明,深圳市卫生和计划生育委员会,2016.07.18,2016.07.18,"我们夫妻都是非深圳户口的，我已经在自己的户口所在地办理了服务证，我想问还需要在深圳这边办理什么吗？去哪里办理？
		","市民可携带身份证到现居住地打印《流动人口婚育证明》电子证明，基层工作人员根据身份证信息登录全员人口信息系统进行查询，信息能查询到并与现居住地掌握的情况一致的，打印输出电子婚育证明，并加盖街道公章；查询不到的，需要回户籍地街道计生工作机构出具。
",0.03607330290410227
25131,准生证办理,深圳市卫生和计划生育委员会,2013.11.20,2013.11.25,"我跟老公都是外地户口，现在宝宝已经半岁了，我们刚领了结婚证，宝宝的准生证还没办理，在深圳能办理准生证吗？需要什么材料？会罚款吗？
		","? 你好！你咨询的问题我委工作人员已电话答复你。谢谢你的来信，祝你身体健康，生活愉快！
",0.04333216442455856
25419,计划生育准生证,深圳市卫生和计划生育委员会,2013.09.12,2013.09.18,"本人是深圳户籍，老婆是广东河源户籍，办理一孩准生证能否在深圳办？（注：以前在河源办过，可日期已过期，还未怀孕），现在能否在深圳办？如可以，是在怀孕前还是生育前办？
		","你好！你咨询的问题我委工作人员已致电与你作了沟通解释。谢谢你的来信，祝你身体健康，中秋快乐！
",0.04479133567732707
4525,二孩如何办理计生证,深圳市卫生和计划生育委员会,2017.01.17,2017.01.17,"二孩已经不罚款了，无法提供二孩罚款单，那办理计生证时应如何处理
		","对于“全面两孩”新政出台前违反生育规定生育子女的征收问题，国家卫生计生委要求按如下原则处理：已经处理的，维持原处理决定，尚未作出处理的，由当地依法处理。我市的生育政策、社会抚养费征收均执行广东省的相关规定，因此，对之前违反生育规定生育子女的，待广东省部署相关处理方法后，我市将按照省的要求依法妥善处理。一旦部署，我委会尽快组织实施。届时，请到所在社区工作站、街道计生服务窗口查询办理。
		
		",0.04487563718969789
25285,计生证明,深圳市卫生和计划生育委员会,2013.10.19,2013.10.24,"因我家小孩是超生，在办理少儿医保的计生证明时被要求需提供双方的罚款单据及证明。请问此要求合理吗？我两个小孩在湖南上的户口，已交清罚款，而我是四川的。有规定说双方都必须要罚款的吗。不是有个一事不二罚的原则吗？
		","? 你好！有关超生子女申请办理《计划生育证明》的问题，请提供有关婚姻状况的证明、全家户口本、女方非广东省户籍的，提供《流动人口婚育证明》及女方为49周岁以下的已婚人员，提供近3个月以内本市计划生育技术服务机构或现居住地县级以上医院出具的查环查孕证明。政策外生育的，提供按夫妻双方户籍地社会抚养费征收标准征收完毕的社会抚养票据等相关资料。详情请登陆深圳市卫生和人口计划生育委员会网站计生监督栏查阅相关文件规定或致电12345咨询。 ?谢谢你的来信，祝你身体健康，生活愉快！
",0.04617670320637024
22742,用于出生登记的《计划生育证明》办理,深圳市卫生和计划生育委员会,2014.12.01,2014.12.03,"领导你好！我是外省户口，老公是深圳集体户口，小孩马上就要出生了，出生后准备入深户，我这种情况办理用于出生登记的《计划生育证明》应该如何办理？需要什么资料？盼答复！非常感谢！
		","你好，你所反映的问题请向你户籍街道计生科咨询办理，若还有疑问请致电阳光计生热线0755-12356，谢谢你的来信，祝你身体健康!
",0.04737274147947079
24444,办理准生证,深圳市卫生和计划生育委员会,2014.05.13,2014.05.14,"请问办理准生证需要什么材料？
		","你好，请上我委官网点击信息查询法律法规计划生育监督管理项下载《深圳市计划生育服务证管理规定》查询，谢谢你的来信。
",0.05243343488716801
25137,补办结婚登记证,深圳市卫生和计划生育委员会,2013.11.22,2013.11.25,"我的父母于1967年7月12日在深圳蛇口登记结婚，但结婚证已经遗失。现两位老人十分期盼能补领结婚证，请问该如何办理？谢谢！
		","你好!就此问题请咨询民政部门。谢谢你的来信，祝你生活愉快!
",0.05247435833984071
25503,生育问题,深圳市卫生和计划生育委员会,2013.08.19,2013.08.30,"我和爱人属于外来深圳务工人员，爱人调来深圳只有两个月时间，我在深圳工作有三四年！前几天爱人身体身体不适，去医院检查，告知怀孕。结婚的时候已经在户籍地开具准生证，我们想在深圳让孩子出生，听说在深圳外来务工的人员这个时候去医院做检查（B超），也可以享受免费待遇，我不知道该准备哪些证件和材料，去哪些部门办理相关事务？所以想咨询一下！谢谢！~
		","你好！你咨询的问题我委工作人员已答复予你，谢谢你的来信，祝你生活愉快！
",0.05742812620347981
9473,《CHST岗位能力证书》是否为国家认可的专业资质证书,深圳市卫生和计划生育委员会,2016.07.25,2016.07.26,"请问《CHST岗位能力证书》是否为国家认可的专业资质证书，可作为能力评价、考核、聘用和从业的重要凭证。
		","经咨询市卫生人才交流中心：该证书可以作为从业凭证，其有效性可通过国家卫生计生委能力建设和继续教育中心官网（ www.ncme.org.cn）查询。
		
		",0.06723664985773714
7615,《广东省人口与计划生育条例（修正案）》深圳是否执行,深圳市卫生和计划生育委员会,2016.09.30,2016.10.08,"尊敬的先生/女士，您好！《广东省人口与计划生育条例（修正案）》在2016年9月29日审议通过，修正案即日起实施，根据新修正案规定，女职工符合法律、法规规定生育子女的奖励假，从三十日延长至八十日。这意味着，广东省女职工产假将由最少128天延长至最少178天。对此，在这提出3个疑问：1.此条例深圳是否执行？2.若执行此条例，深圳何时执行？3.对于正在休产假的是否也自动延长产假天数至178天？特别是用人单位如何执行正在休产假的情况？谢谢！期待您的回复！
		","2016年1月1日后生育的，计生方面的假期为符合法律、法规规定生育子女的夫妻，符合法律、法规规定生育子女的夫妻，女方享受八十日的奖励假，男方享受十五日的陪产假。符合现《深圳经济特区人口计划生育条例》晚育条件生育的，还有15日晚育假。2016年9月29日后依法生育，以及在此前依法生育且法定生育假期尚未休完的，均可按新条例规定享受80日的奖励假。
		
		",0.06768505814167791
18231,计划生育外发生终止流产的，单位应该准予什么假？,深圳市卫生和计划生育委员会,2015.08.11,2015.08.12,"想咨询一下：计划生育外发生终止流产的，单位应该准予什么假？应该属于计划生育假还是产假？病假？有无相关规定？谢谢。
		","你好，计生政策的假期为鼓励性质不具有强制性，具体的假期是按照劳动部门制定的《女职工劳动保护规定》予以实施，具体请向劳动部门咨询，谢谢你的来信。
",0.07177533225588051
